Ticker,net_income_loss_attributable_to_noncontrolling_interest,other_operating_expenses,cost_of_revenue,benefits_costs_expenses,income_loss_from_continuing_operations_before_tax,depreciation_and_amortization,income_tax_expense_benefit,participating_securities_distributed_and_undistributed_earnings_loss_basic,nonoperating_income_loss,net_income_loss_available_to_common_stockholders_basic,income_loss_from_continuing_operations_after_tax,provision_for_loan_lease_and_other_losses,diluted_average_shares,preferred_stock_dividends_and_other_adjustments,net_income_loss,basic_average_shares,gross_profit,operating_income_loss,net_income_loss_attributable_to_parent,basic_earnings_per_share,operating_expenses,costs_and_expenses,revenues,diluted_earnings_per_share,equity_attributable_to_noncontrolling_interest,assets,equity_attributable_to_parent,other_noncurrent_liabilities,current_liabilities,fixed_assets,long_term_debt,equity,accounts_payable,inventory,current_assets,other_noncurrent_assets,liabilities,noncurrent_assets,other_current_assets,noncurrent_liabilities,liabilities_and_equity,other_current_liabilities,comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss,comprehensive_income_loss,comprehensive_income_loss_attributable_to_noncontrolling_interest,net_cash_flow_continuing,net_cash_flow_from_investing_activities,net_cash_flow,net_cash_flow_from_investing_activities_continuing,net_cash_flow_from_financing_activities_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_financing_activities,net_cash_flow_from_operating_activities_continuing,exchange_gains_losses,research_and_development,intangible_assets,accounts_receivable,wages,selling_general_and_administrative_expenses,interest_expense_operating,income_loss_from_discontinued_operations_net_of_tax,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,income_loss_before_equity_method_investments,income_tax_expense_benefit_deferred,income_loss_from_equity_method_investments,undistributed_earnings_loss_allocated_to_participating_securities_basic,income_tax_expense_benefit_current,cash,interest_income_expense_after_provision_for_losses,interest_income_expense_operating_net,other_comprehensive_income_loss_attributable_to_parent,common_stock_dividends,temporary_equity,redeemable_noncontrolling_interest,temporary_equity_attributable_to_parent,interest_and_dividend_income_operating,cost_of_revenue_goods,prepaid_expenses,net_cash_flow_from_investing_activities_discontinued,noninterest_expense,noninterest_income,interest_and_debt_expense,commitments_and_contingencies,cost_of_revenue_services,net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_loss_from_discontinued_operations_net_of_tax_during_phase_out,redeemable_noncontrolling_interest_preferred,noncurrent_prepaid_expenses,net_income_loss_attributable_to_redeemable_noncontrolling_interest,interest_payable,redeemable_noncontrolling_interest_common,other_comprehensive_income_loss_attributable_to_noncontrolling_interest,other_operating_income_expenses,income_loss_from_discontinued_operations_net_of_tax_gain_loss_on_disposal,long_term_investments,net_cash_flow_from_financing_activities_discontinued,stockPrice,totalShares,totalEmployees,grossMargin,netProfitMargin,peRatio,priceToBookRatio,debtToEquity,marketCap,currentRatio,cashAndCashEquivalents,ROA,returnOnEquity,ROIC,researchAndDevelopment,incomeTaxExpenses,beta,quickRatio,enterpriseValue,enterpriseToRevenue,sector,industry,volume,quoteType,priceVolume,earningsYield,profitPerEmployee,grossMarginCheck1,grossMarginCheck2,netProfitMarginCheck1,netProfitMarginCheck2,peTimesPriceToBookRatioCheck,marketCapCheck,currentRatioCheck,ROACheck,returnOnEquityCheck,ROICCheck,researchAndDevelopmentCheck,incomeTaxExpensesCheck,betaCheck,priceVolumeCheck,earningsYieldCheck,profitPerEmployeeCheck,totalPasses
SGC,0,N/A,352212000,558421000,6596000,12470000,970000,0,N/A,5626000,5626000,N/A,45736117,0,5626000,45041632,212805000,6596000,5626000,0.37,206209000,558421000,565017000,0.36,0,415272000,193836000,26065000,95371000,38830000,100000000,193836000,45727000,105655000,280029000,47973000,221436000,135243000,174374000,126065000,415272000,35093000,5763000,5763000,5763000,0,-1799000,-8931000,-1799000,-8931000,-3069000,10201000,-3069000,10201000,N/A,N/A,48440000,N/A,14551000,200875000,5334000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,137000,0.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.17,15968792,7200,0.37663468532805205,0.995722252604789,28.25,0.8378351526032316,1.1423884108215192,162402614.64,2.936207023099265,0,1.3547747018821399,2.902453620586475,1.9146734913353027,0,14.705882352941178,1.47,N/A,262402614.64,0.4644154328807806,Consumer Cyclical,Apparel Manufacturing,36636,EQUITY,372588.12,0.6497687303716999,781.3888888888889,1,0,0,0,1,0,1,0,0,0,1,1,0,1,-4,0.014923124782483624,2.0149231247824835
REFI,0,N/A,N/A,19447653,35772917,N/A,0,0,N/A,35772917,35772917,932725,43044646,0,35772917,42190835,N/A,35772917,35772917,1.71,19447653,19447653,55220570,1.6999999999999997,0,427077164,309914679,N/A,117162485,N/A,49274644,309914679,N/A,N/A,427077164,N/A,117162485,0,N/A,0,427077164,N/A,35772917,0,35772917,0,22160104,-25253101,22160104,-25253101,23311958,24101247,23311958,24101247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54287845,55220570,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19447651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.13,21075298,N/A,0,64.78186842330675,7.723529411764708,0.8928865958620824,0.3780475496612408,276718662.74,3.6451699022942368,427077164,8.376218635749861,11.542827566421918,9.959348652465374,NaN,0,0.266,N/A,-101083857.25999999,-1.830547154076823,Real Estate,REIT - Mortgage,92021,EQUITY,1208235.73,1.7439730334875754,N/A,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-2,0,2
RWAY,0,N/A,N/A,0,59904000,N/A,N/A,0,N/A,54904000,54904000,N/A,110210612,0,54904000,110210612,N/A,-21263000,54904000,1.46,81167000,81167000,59904000,1.46,0,963346000,489526000,N/A,473820000,N/A,443506000,489526000,N/A,N/A,963346000,N/A,473820000,0,N/A,0,963346000,N/A,54904000,0,54904000,0,-4000,-4300000,-2000,-4298000,-175272000,179570000,-175272000,179570000,N/A,N/A,N/A,N/A,N/A,N/A,43801000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.93,36134037,N/A,0,91.65331196581197,6.116438356164384,0.6591620269607743,0.9679159023218379,322676950.40999997,2.0331476087965896,963346000,5.699302223707785,11.215747478172764,5.884471272153581,NaN,0,0.595,N/A,-197163049.59000003,-3.2913169335937504,Financial Services,Asset Management,279075,EQUITY,2492139.75,1.9516072087587448,N/A,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-2,0,2
SUNS,0,N/A,N/A,7426152,12366680,N/A,0,222878,N/A,12143802,12366680,408129,25539106,222878,12366680,25474891,N/A,12774809,12366680,1.09,7018023,7426152,19792832,1.09,0,258831482,184611571,N/A,74219911,N/A,N/A,184611571,N/A,N/A,258831482,N/A,74219911,0,N/A,0,258831482,N/A,12366680,0,12366680,0,-64623751,-136874528,-64623751,-136874528,75189150,-2938373,75189150,-2938373,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.8999999999999999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.77,13420986,N/A,0,62.480599037065545,8.963302752293577,0.710264435266628,0.40203282274218877,131123033.22,3.487359099635676,258831482,4.777888649573161,6.698756710108923,6.698756710108923,NaN,0,,N/A,-127708448.78,-6.452257503120322,Real Estate,REIT - Mortgage,195914,EQUITY,1914079.78,1.604305510162023,N/A,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-2,0,2
UNB,0,N/A,N/A,0,74813000,N/A,932000,0,N/A,11333000,11333000,1116000,4587619,0,11333000,4550307,N/A,N/A,11333000,2.5,N/A,0,74813000,2.47,0,1573917000,77679000,N/A,1496238000,19980000,N/A,77679000,N/A,N/A,1573917000,N/A,1496238000,0,N/A,0,1573917000,N/A,17800000,14799000,17800000,0,-11788000,-72411000,-11788000,-72411000,40807000,19816000,40807000,19816000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1831000,N/A,N/A,N/A,N/A,41198000,42314000,-699000,N/A,N/A,N/A,N/A,74813000,N/A,N/A,N/A,40268000,11335000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.52,4582423,201,0,15.148436769010734,9.522267206477732,1.3874868234658015,19.26180821071332,107778588.96,1.0519162058442575,1573917000,0.7200506761157036,14.589528701450844,14.589528701450844,NaN,1.2457727934984562,0.379,N/A,-1466138411.04,-19.597374935372194,Financial Services,Banks - Regional,6801,EQUITY,159959.52,1.5467271734051127,56383.08457711443,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-2,0.9805214950965462,1.9805214950965462
NCSM,1855000,108074000,N/A,165400000,12600000,N/A,-1514000,0,4341000,13431000,14114000,-9000,8217000,0,14114000,7760000,N/A,8259000,12259000,4.77,169741000,165400000,178000000,4.5600000000000005,16976000,162024000,110137000,N/A,25365000,N/A,N/A,127113000,7924000,44097000,111336000,44397000,34911000,50688000,67239000,9546000,162024000,17441000,11872000,-2075000,13727000,1855000,9454000,-4849000,9454000,-4849000,-5384000,19687000,-5384000,19687000,N/A,N/A,6291000,N/A,N/A,59667000,N/A,N/A,N/A,N/A,N/A,-2098000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41,2540920,252,0,7.929213483146068,8.861842105263156,0.8077740058058577,0.27464539425550494,102678577.19999999,4.389355410999409,0,8.711055152323112,11.10350632901434,11.10350632901434,NaN,-12.015873015873016,0.514,N/A,102678577.19999999,0.5768459393258426,Energy,Oil & Gas Equipment & Services,4991,EQUITY,201686.30999999997,1.615104819825207,56007.93650793651,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-2,0.9750762638530996,1.9750762638530996
SFBC,0,43993000,N/A,49612000,8398000,N/A,1563000,55000,N/A,6803000,6835000,36000,5157858,32000,6835000,5113449,N/A,8398000,6835000,2.66,49612000,49612000,58010000,2.65,0,1060163000,107450000,N/A,952713000,4421000,N/A,107450000,N/A,N/A,1060163000,N/A,952713000,0,N/A,0,1060163000,N/A,6793000,6793000,6793000,0,-47774000,-5587000,-47774000,-5587000,-47496000,5309000,-47496000,5309000,N/A,N/A,N/A,N/A,N/A,5619000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24000,N/A,N/A,34451000,34487000,-42000,0.76,N/A,N/A,N/A,58010000,N/A,N/A,N/A,30311000,4258000,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.61,2388038,123,0,11.78245130149974,16.456603773584906,0.969216725732899,8.866570497906002,104142337.17999999,1.1127831781449398,1060163000,0.6447121810514044,6.36109818520242,6.36109818520242,NaN,18.6115741843296,0.097,N/A,-956020662.82,-16.480273449750044,Financial Services,Banks - Regional,1163,EQUITY,50718.43,1.042844194615704,55569.10569105691,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-3,0.9686845454227038,1.9686845454227038
BTMD,1028000,13538000,N/A,39505000,8451000,N/A,-765000,0,184000,8188000,9216000,N/A,36708867,0,9216000,31331973,N/A,8267000,8188000,0.26,39689000,39505000,47956000,0.22,7284000,111324000,-72751000,15795000,56308000,10063000,104688000,-65467000,4359000,16446000,57123000,39564000,176791000,54201000,37534000,120483000,111324000,45914000,9216000,0,9216000,0,8447000,-690000,8447000,-690000,-4935000,14072000,-4935000,14072000,N/A,N/A,4574000,N/A,6035000,26151000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,3143000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.68,30680960,217,0,19.21761614813579,12.181818181818182,-1.2559758779232286,0,82224972.80000001,1.0144739646231442,3143000,8.278538320577773,0,23.497616073022108,NaN,-9.052183173588926,1.156,N/A,183769972.8,3.832053815997998,Healthcare,Medical Care Facilities,133695,EQUITY,358302.60000000003,1.312747313662439,42470.04608294931,0,0,1,0,1,0,0,0,0,1,0,0,0,1,-3,0.7670317931009059,1.7670317931009059
NEWT,0,N/A,N/A,0,14549000,N/A,7165000,472000,N/A,17429000,17901000,7712000,26043000,472000,17901000,25600000,N/A,N/A,17901000,0.68,N/A,0,14549000,0.67,0,2399099000,386707000,N/A,2012392000,N/A,748549000,386707000,N/A,N/A,2399099000,N/A,2012392000,0,N/A,0,2399099000,N/A,17898000,17898000,17898000,0,3642000,-69800000,3642000,-69800000,240760000,-167318000,240760000,-167318000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5536000,N/A,N/A,N/A,N/A,6837000,14549000,-3000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42159000,60388000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.48,28887295,591,0,123.03938415011342,17.134328358208954,0.857564374578169,5.2039192463544754,331626146.6,1.192162858926094,2399099000,0.7461551190676166,4.629086103949502,1.5768249628277675,NaN,49.247370953330126,1.326,N/A,-1318923853.4,-90.6539180287305,Financial Services,Banks - Regional,151698,EQUITY,1741493.04,1.0089616083183492,30289.34010152284,0,0,1,1,1,0,0,0,0,0,0,1,0,0,-3,0.5617071431133871,1.561707143113387
CZFS,0,N/A,N/A,-9589000,12360000,N/A,2355000,0,N/A,10005000,10005000,348000,4798051,0,10005000,4796946,N/A,12360000,10005000,2.09,-9589000,-9589000,2771000,2.09,0,3056421000,327682000,N/A,2728739000,21508000,N/A,327682000,N/A,N/A,3056421000,N/A,2728739000,0,N/A,0,3056421000,N/A,16381000,16381000,16381000,0,-18409000,-103543000,-18409000,-103543000,82259000,2875000,82259000,2875000,N/A,N/A,2374000,N/A,N/A,N/A,3613000,N/A,N/A,N/A,N/A,-76000,N/A,N/A,N/A,N/A,24640000,25140000,6376000,0.5,N/A,N/A,N/A,40254000,N/A,N/A,N/A,16134000,3854000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.1,4806377,410,0,361.060988812703,27.79904306220096,0.8521997048968207,8.327399735109038,279250503.7,1.1200855046964917,3056421000,0.3273436480118413,3.0532650557552747,3.0532650557552747,NaN,19.053398058252426,0.474,N/A,-2777170496.3,-1002.2268120894985,Financial Services,Banks - Regional,3445,EQUITY,200154.5,0.659496896173808,24402.439024390245,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-4,0.4571185261702303,1.4571185261702304
VHI,22400000,N/A,1701600000,1956000000,107400000,64500000,46800000,0,N/A,18400000,40800000,N/A,28500028.5,0,40800000,28500028.5,361800000,150900000,18400000,0.6399999999999999,210900000,2029200000,2063400000,0.6399999999999999,353400000,2715700000,1047500000,N/A,369000000,753800000,N/A,1400900000,166900000,690900000,1341400000,620500000,1314800000,1374300000,650500000,945800000,2715700000,160100000,33700000,20600000,61400000,27700000,-140800000,-44200000,-140800000,-44200000,-6300000,-90300000,-6300000,-90300000,N/A,N/A,N/A,N/A,42000000,273800000,55200000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.08,28302293,2524,0.1753416690898517,1.9773189880779296,18.875000000000004,0.24405146651438364,0.9385395103147977,341891699.44,3.635230352303523,0,1.502375078248702,2.9124134484973947,2.9124134484973947,0,43.575418994413404,1.16,N/A,341891699.44,0.16569336989434913,Basic Materials,Chemicals,18149,EQUITY,219239.92,0.93049006851709,16164.817749603804,0,0,0,0,1,0,1,0,0,0,1,1,0,1,-4,0.30607765431885253,1.3060776543188526
STRT,197000,N/A,486422000,548130000,30283000,N/A,6575000,0,416000,23590000,23708000,N/A,12291000,0,23708000,12132000,91991000,28168000,23511000,5.82,63823000,548130000,578413000,5.73,25232000,390057000,230547000,N/A,116509000,75634000,N/A,255779000,61077000,61592000,290125000,24298000,134278000,99932000,125859000,17769000,390057000,40046000,25162000,2660000,26368000,1206000,56200000,-6612000,56200000,-6612000,-8855000,71667000,-8855000,71667000,N/A,N/A,N/A,102674000,15386000,N/A,868000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.48,4185271,2848,0.15904033968807754,4.098801375487756,13.87085514834206,1.3005185690772112,0.5249766399899913,332645339.08000004,2.4901509754611233,0,6.078086023324796,9.268939201419975,9.268939201419975,0,21.711851533863886,1.183,N/A,332645339.08000004,0.5751000393836239,Consumer Cyclical,Auto Parts,24381,EQUITY,1937801.8800000001,1.1929731361559879,8324.438202247191,0,0,0,0,1,0,1,0,0,0,1,1,0,0,-3,0.1586193422433452,1.1586193422433453
EM,2906000,224267000,N/A,267275000,14874000,N/A,8601000,0,N/A,3367000,6273000,N/A,92081976,0,6273000,91141215,N/A,23049000,3367000,0.04,259100000,267275000,282149000,0.04,276710000,2542169000,822362000,N/A,150345000,230090000,N/A,1099072000,8263000,N/A,394582000,1917497000,1443097000,2147587000,N/A,1292752000,2542169000,142082000,6273000,0,6273000,0,62608000,-13783000,62608000,-13783000,-1742000,78133000,-1742000,78133000,N/A,N/A,N/A,N/A,N/A,34833000,12577000,N/A,N/A,N/A,14874000,553000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.19,253598581,924,0,2.223293366271013,29.749999999999996,0.2745792008075904,1.3130140700518256,301782311.39,2.6245102929927833,394582000,0.24675778832957213,0.5707542363011704,0.5707542363011704,NaN,57.82573618394514,0.68,N/A,-92799688.61000001,-0.32890312781544506,Consumer Cyclical,Personal Services,685009,EQUITY,815160.71,0.6193090126814892,6788.961038961039,0,0,0,0,1,0,1,0,0,0,0,1,1,1,-4,0.12946095366010574,1.1294609536601057
PKOH,-2500000,10100000,1325100000,1563200000,29300000,N/A,2900000,0,N/A,23300000,26400000,N/A,28100000,0,20800000,27800000,267400000,70700000,23300000,1.67,196700000,1563200000,1592500000,1.6400000000000001,4000000,1436600000,374800000,N/A,346800000,N/A,N/A,378800000,N/A,428400000,887000000,478800000,1057800000,549600000,458600000,711000000,1436600000,N/A,36700000,13400000,34200000,-2500000,-6600000,-25200000,-8700000,-25200000,-1400000,18400000,-1400000,20000000,-500000,N/A,70800000,N/A,N/A,186600000,N/A,-5600000,-1600000,-1600000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.09,14404207,6300,0.16791208791208792,1.306122448979592,12.859756097560975,0.8019660127507919,2.7925026399155226,303784725.63,2.557670126874279,0,1.4478630098844494,5.4910242872228086,6.9693769799366425,0,9.897610921501707,1.178,N/A,303784725.63,0.19075963932810047,Industrials,Specialty Industrial Machinery,31669,EQUITY,667899.21,1.2623113595068218,3301.5873015873017,0,0,0,0,1,0,1,0,0,0,1,0,0,1,-3,0.06303277643066998,1.06303277643067
DENN,0,N/A,14423000,440626000,16586000,N/A,6362000,0,N/A,10224000,10224000,N/A,52131000,0,10224000,52010000,442789000,38630000,10224000,0.19999999999999996,104010000,418582000,457212000,0.19999999999999996,0,502918000,-32694000,N/A,95046000,123827000,N/A,-32694000,23833000,2122000,33600000,256220000,535612000,469318000,15341000,440566000,502918000,54414000,14240000,14240000,14240000,0,758000,-34166000,758000,-34166000,-3958000,38882000,-3958000,38882000,N/A,N/A,89271000,16137000,16799000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4016000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.21,51498994,3800,0.9684544587631121,2.236161780530695,31.050000000000008,-9.78187902183887,0,319808752.74,0.3535130357931949,0,2.032935786748536,0,0,0,38.35765103098999,1.43,N/A,319808752.74,0.6994758508963019,Consumer Cyclical,Restaurants,2649296,EQUITY,16452128.16,0.5950578382278228,2690.5263157894738,1,1,0,0,1,0,0,0,0,0,1,1,0,0,-4,0.051372873755485944,1.051372873755486
KNDI,1662635,50157018,82229209,120126561,3472671,N/A,1802904,0,16524842,7132,3500000,690236,79902891,0,1669767,78781094,41370023,-13052171,7132,0.02,54422194,120126561,123599232,0.02,2385116,495456599,404124976,4094304,76673629,98803772,8178574,406510092,28744854,61551268,343548138,46708864,88946507,151908461,280087776,12272878,495456599,47928775,-6967060,-8636827,-6967060,0,-54053120,32278828,-57410203,32278828,14828688,-101160636,14828688,-101160636,-3357083,4265176,6395825,N/A,N/A,N/A,1327341,N/A,N/A,N/A,N/A,203236,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1909094,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006641,N/A,N/A,N/A,0.8461,82044298,739,0.334711003705913,1.3509525690256716,42.305,0.17076496230701205,0.21880516314463355,69417680.5378,4.4806557675781855,1909094,0.33701579580737406,0.410756591991325,0.8440066698133486,10.30982264621898,51.916925041272265,0.364,N/A,75687160.5378,0.612359472733617,Consumer Cyclical,Recreational Vehicles,100026,EQUITY,84631.99859999999,0.4433128861479367,2259.4952638700947,1,0,0,0,1,0,1,0,0,0,1,1,0,1,-5,0.04314583937363313,1.043145839373633
MYFW,0,76295000,N/A,78961000,16553000,2666000,3931000,0,N/A,12622000,12622000,3382000,9838638,0,12622000,9715455,N/A,16553000,12622000,1.31,78961000,78961000,95514000,1.28,0,3240424000,261495000,N/A,2978929000,24963000,N/A,261495000,N/A,N/A,3240424000,N/A,2978929000,0,N/A,0,3240424000,N/A,12223000,8074000,12223000,0,76367000,-251859000,76367000,-251859000,324835000,3391000,324835000,3391000,N/A,N/A,N/A,N/A,N/A,N/A,87612000,N/A,N/A,N/A,16553000,6484000,N/A,N/A,N/A,N/A,68563000,71699000,-399000,N/A,N/A,N/A,N/A,155592000,N/A,N/A,N/A,78961000,26951000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.25,9714711,321,0,13.21481667608937,20.5078125,0.9752047410084324,11.391915715405649,255011163.75,1.0877815483349889,3240424000,0.3895169274144371,4.826860934243485,4.826860934243485,NaN,23.74796109466562,0.808,N/A,-2985412836.25,-31.25628532204703,Financial Services,Banks - Regional,12764,EQUITY,335055,0.8664914829682577,39320.8722741433,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-4,0.7155061663430698,0.7155061663430698
NRIM,0,N/A,46532000,166868000,78839000,N/A,18114000,0,N/A,63094000,63094000,3484000,11401857,0,63094000,11111558,201544000,81208000,63094000,11.31,120336000,166868000,248076000,11.12,0,3312332000,315663000,N/A,2996669000,38346000,N/A,315663000,N/A,N/A,3312332000,N/A,2996669000,0,N/A,0,3312332000,N/A,69347000,58420000,69347000,0,109816000,-257313000,109816000,-257313000,226816000,140313000,226816000,140313000,N/A,N/A,950000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127592000,131076000,5983000,N/A,N/A,N/A,N/A,174124000,N/A,N/A,N/A,120336000,73952000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.13,22090668,503,0.8124284493461681,25.433334945742438,2.439748201438849,1.8986064975622736,9.49325388151288,599319822.84,1.1053379602485294,3312332000,1.9048211350794546,19.987771769260256,19.987771769260256,0,22.975938304646178,0.991,N/A,-2713012177.16,-10.936213810122704,Financial Services,Banks - Regional,179286,EQUITY,4864029.18,2.5429708260882764,125435.38767395627,1,1,1,1,1,-10,0,0,1,1,1,1,0,0,0,1.7145778365377788,0.7145778365377788
ECBK,0,N/A,N/A,66119000,8831000,N/A,2209000,0,N/A,6622000,6622000,982000,24979663,0,6622000,24378594,N/A,8831000,6622000,0.81,66119000,66119000,74950000,0.8,0,1552653000,169309000,N/A,1383344000,3427000,N/A,169309000,N/A,N/A,1552653000,N/A,1383344000,0,1450033000,0,1552653000,N/A,6405000,1117000,6405000,0,-17010000,-211849000,-17010000,-211849000,185071000,9768000,185071000,9768000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68000,N/A,N/A,N/A,102620000,28565000,29547000,-217000,N/A,N/A,N/A,N/A,74950000,N/A,N/A,N/A,21029000,1295000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.34,8796890,64,0,8.835223482321549,21.674999999999997,0.9009448558552705,8.170528442079275,152538072.6,1.1223911044541344,102620000,0.4264958107188148,3.9111919626245504,3.9111919626245504,NaN,25.01415468236893,0.451,N/A,49918072.599999994,0.6660183135423615,Financial Services,Banks - Regional,3679,EQUITY,63793.86,0.8255586159468766,103468.75,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-4,1.5325562663171532,0.5325562663171532
AOMR,0,N/A,N/A,118530000,17959000,N/A,307000,129000,N/A,17652000,17652000,0,23633226,0,17652000,23054134,N/A,17959000,17652000,0.7899999999999998,118530000,118530000,136489000,0.77,0,2638110000,264165000,N/A,2373945000,N/A,2212101000,264165000,N/A,N/A,2638110000,N/A,2373945000,0,N/A,0,2638110000,N/A,17097000,-555000,17097000,0,8700000,55684000,8700000,55684000,332523000,-379507000,332523000,-379507000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,129000,N/A,N/A,40068000,40068000,N/A,N/A,N/A,N/A,N/A,136489000,N/A,N/A,N/A,16746000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.67,24914035,800,0,12.932910344423359,11.25974025974026,0.8176885032082222,8.986599284538073,216004683.45,1.1112767987463905,2638110000,0.6691153894265213,6.682187269320311,0.7128474889208187,NaN,1.7094493011860348,1.284,N/A,-210004316.5500002,-1.5386171526643186,Real Estate,REIT - Mortgage,42536,EQUITY,368787.12,1.3869639645267502,22065,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-3,0.41476455414447505,0.41476455414447505
