Ticker,gross_profit,net_income_loss_attributable_to_parent,basic_average_shares,provision_for_loan_lease_and_other_losses,cost_of_revenue,nonoperating_income_loss,diluted_earnings_per_share,preferred_stock_dividends_and_other_adjustments,net_income_loss_available_to_common_stockholders_basic,income_tax_expense_benefit,operating_income_loss,costs_and_expenses,revenues,other_operating_expenses,diluted_average_shares,participating_securities_distributed_and_undistributed_earnings_loss_basic,net_income_loss_attributable_to_noncontrolling_interest,basic_earnings_per_share,operating_expenses,income_loss_from_continuing_operations_after_tax,benefits_costs_expenses,net_income_loss,income_loss_from_continuing_operations_before_tax,depreciation_and_amortization,noncurrent_assets,other_noncurrent_liabilities,other_noncurrent_assets,current_liabilities,fixed_assets,long_term_debt,other_current_assets,current_assets,inventory,liabilities,accounts_payable,equity_attributable_to_noncontrolling_interest,assets,liabilities_and_equity,equity_attributable_to_parent,other_current_liabilities,noncurrent_liabilities,equity,other_comprehensive_income_loss,comprehensive_income_loss,comprehensive_income_loss_attributable_to_noncontrolling_interest,comprehensive_income_loss_attributable_to_parent,net_cash_flow_from_financing_activities_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_financing_activities,net_cash_flow_from_operating_activities_continuing,net_cash_flow_continuing,net_cash_flow_from_investing_activities,net_cash_flow,net_cash_flow_from_investing_activities_continuing,exchange_gains_losses,research_and_development,net_cash_flow_discontinued,net_cash_flow_from_operating_activities_discontinued,accounts_receivable,wages,intangible_assets,income_loss_from_discontinued_operations_net_of_tax,interest_expense_operating,selling_general_and_administrative_expenses,income_loss_from_equity_method_investments,income_tax_expense_benefit_current,income_tax_expense_benefit_deferred,income_loss_before_equity_method_investments,undistributed_earnings_loss_allocated_to_participating_securities_basic,cash,interest_income_expense_operating_net,interest_income_expense_after_provision_for_losses,other_comprehensive_income_loss_attributable_to_parent,common_stock_dividends,temporary_equity,redeemable_noncontrolling_interest,temporary_equity_attributable_to_parent,interest_and_dividend_income_operating,cost_of_revenue_goods,prepaid_expenses,net_cash_flow_from_investing_activities_discontinued,noninterest_income,noninterest_expense,interest_and_debt_expense,commitments_and_contingencies,cost_of_revenue_services,net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_loss_from_discontinued_operations_net_of_tax_during_phase_out,redeemable_noncontrolling_interest_preferred,noncurrent_prepaid_expenses,net_income_loss_attributable_to_redeemable_noncontrolling_interest,interest_payable,redeemable_noncontrolling_interest_common,other_comprehensive_income_loss_attributable_to_noncontrolling_interest,other_operating_income_expenses,income_loss_from_discontinued_operations_net_of_tax_gain_loss_on_disposal,long_term_investments,net_cash_flow_from_financing_activities_discontinued,stockPrice,totalShares,totalEmployees,grossMargin,netProfitMargin,peRatio,priceToBookRatio,debtToEquity,marketCap,currentRatio,cashAndCashEquivalents,ROA,returnOnEquity,ROIC,researchAndDevelopment,incomeTaxExpenses,beta,quickRatio,enterpriseValue,enterpriseToRevenue,sector,industry,volume,quoteType,priceVolume,earningsYield,profitPerEmployee,grossMarginCheck1,grossMarginCheck2,netProfitMarginCheck1,netProfitMarginCheck2,peTimesPriceToBookRatioCheck,marketCapCheck,currentRatioCheck,ROACheck,returnOnEquityCheck,ROICCheck,researchAndDevelopmentCheck,incomeTaxExpensesCheck,betaCheck,priceVolumeCheck,earningsYieldCheck,profitPerEmployeeCheck,totalPasses
BPRN,N/A,17759000,6967000,6992000,N/A,N/A,2.6,0,17759000,4827000,22586000,109870000,132456000,N/A,394620,0,0,2.62,109870000,17759000,109870000,17759000,22586000,N/A,0,N/A,N/A,1962483000,17148000,0,N/A,2229090000,N/A,1962483000,N/A,0,2229090000,2229090000,266607000,N/A,0,266607000,18015000,18015000,0,18015000,-131533000,13698000,-131533000,13698000,-108166000,9669000,-108166000,9669000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58000,N/A,N/A,N/A,1372000,N/A,N/A,N/A,75193000,68201000,256000,N/A,N/A,N/A,N/A,132456000,N/A,N/A,N/A,8376000,53991000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.28,6762859,241,0,13.40747116023434,13.569230769230769,0.894926485501131,7.3609582644116625,238593665.52,1.1358518774430149,2229090000,0.7966928208372026,6.6611154245762485,6.6611154245762485,NaN,21.37164615248384,0.509,N/A,-1990496334.48,-15.027604143866643,Financial Services,Banks - Regional,6084,EQUITY,214643.52000000002,7.37%,73688.79668049792,0,0,1,0,1,0,0,0,0,0,0,1,0,1,9,1.2128684937475616,14.212868493747562
PKOH,267400000,23300000,27800000,N/A,1325100000,N/A,1.6400000000000001,0,23300000,2900000,70700000,1563200000,1592500000,10100000,28100000,0,-2500000,1.67,196700000,26400000,1563200000,20800000,29300000,N/A,549600000,N/A,478800000,346800000,N/A,N/A,458600000,887000000,428400000,1057800000,N/A,4000000,1436600000,1436600000,374800000,N/A,711000000,378800000,13400000,34200000,-2500000,36700000,-1400000,18400000,-1400000,20000000,-6600000,-25200000,-8700000,-25200000,-500000,N/A,-1600000,-1600000,N/A,N/A,70800000,-5600000,N/A,186600000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.09,14404207,6300,0.16791208791208792,1.306122448979592,12.859756097560975,0.8019660127507919,2.7925026399155226,303784725.63,2.557670126874279,0,1.4478630098844494,5.4910242872228086,6.9693769799366425,0,9.897610921501707,1.178,N/A,303784725.63,0.19075963932810047,Industrials,Specialty Industrial Machinery,31669,EQUITY,667899.21,7.78%,3301.5873015873017,0,0,0,0,1,0,1,0,0,0,1,0,0,1,10,0.06303277643066998,14.06303277643067
NKSH,N/A,13024000,6428403,573000,N/A,N/A,2.05,0,13024000,2597000,15621000,-7617000,8004000,N/A,6430954,0,0,2.05,-7617000,13024000,-7617000,13024000,15621000,N/A,0,N/A,N/A,1623187000,19812000,N/A,N/A,1802407000,N/A,1623187000,N/A,0,1802407000,1802407000,179220000,N/A,0,179220000,7842000,20866000,0,20866000,-869000,16166000,-869000,16166000,-7465000,-22762000,-7465000,-22762000,N/A,N/A,N/A,N/A,N/A,N/A,1579000,N/A,67000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42972000,42414000,N/A,N/A,N/A,N/A,N/A,74114000,N/A,N/A,N/A,9566000,36359000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.87,6366001,242,0,162.71864067966018,16.521951219512196,1.2030825458654166,9.056952349068185,215616453.86999997,1.1104124170536112,1802407000,0.7225892930952887,7.2670460886061825,7.2670460886061825,NaN,16.62505601433967,0.67,N/A,-1586790546.13,-198.24969341954025,Financial Services,Banks - Regional,8523,EQUITY,288674.00999999995,6.05%,53818.181818181816,0,0,1,1,1,0,0,0,0,0,0,1,1,1,7,0.9429443292014792,13.94294432920148
WHF,N/A,9859000,23243088,N/A,N/A,N/A,0.43,0,9859000,N/A,N/A,0,27483000,N/A,23243088,0,0,0.43,N/A,9859000,0,9859000,27483000,N/A,0,N/A,N/A,360760000,N/A,323526000,N/A,626005000,N/A,360760000,N/A,0,626005000,626005000,265245000,N/A,0,265245000,0,9859000,0,9859000,-72111000,97387000,-72111000,97387000,14000,-25269000,7000,-25276000,-7000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24606000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.98,23243088,3,0,35.87308517992941,16.232558139534884,0.6116486804275293,1.3601010386623686,162236754.24,1.7352394944007097,626005000,1.5749075486617519,3.7169409413938057,1.6745050282707539,NaN,0,0.587,N/A,-140242245.76,-5.102872530655314,Financial Services,Asset Management,172033,EQUITY,1200790.34,6.16%,3286333.3333333335,0,0,1,1,1,0,1,0,0,0,0,0,0,0,7,2.941902722967059,13.94190272296706
FBIZ,N/A,51401000,8151491,9501000,N/A,N/A,6.08,875000,50526000,8114000,59515000,185153000,244668000,N/A,8151491,1594000,0,6.08,185153000,51401000,185153000,51401000,59515000,N/A,0,N/A,N/A,3676526000,4936000,N/A,N/A,4034845000,N/A,3676526000,N/A,0,4034845000,4034845000,358319000,N/A,0,358319000,36761000,51176000,0,51176000,269237000,67518000,269237000,67518000,-87623000,-424378000,-87623000,-424378000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-3853000,N/A,1053000,N/A,135076000,125575000,3382000,N/A,N/A,N/A,N/A,244668000,N/A,N/A,N/A,32480000,98540000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.44,8324258,365,0,21.008468618699624,9.118421052631579,1.2879497417664147,10.260482977458633,461496863.52,1.0974612990633006,4034845000,1.2739274990736942,14.345038917835783,14.345038917835783,NaN,13.63353776358901,0.733,N/A,-3573348136.48,-14.60488554481992,Financial Services,Banks - Regional,12417,EQUITY,688398.48,10.97%,140824.65753424657,0,0,1,1,1,-10,0,0,0,0,0,1,1,1,16,1.8207109316595642,13.820710931659564
EPSN,N/A,5879013,22003722,N/A,N/A,1497075,0.27,0,5879013,4832007,9213945,36495660,45709605,N/A,22099619,0,0,0.27,36495660,5879013,34998585,5879013,10711020,N/A,107156482,N/A,746971,9924626,106409511,N/A,N/A,19136523,N/A,26074972,2963805,0,126293005,126293005,100218033,6234608,16150346,100218033,31862,5910875,0,5910875,-5499944,25905713,-5499944,25905713,4429334,-15976435,4429334,-15976435,N/A,N/A,N/A,N/A,N/A,726213,N/A,N/A,N/A,N/A,N/A,4907984,-75977,N/A,N/A,N/A,N/A,N/A,31862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.8,27748702,10,0,12.861657850685868,17.777777777777775,1.3290399503251076,0.2601824364283821,133193769.6,1.9281858077070109,19136523,4.655058290837248,5.866222698663423,5.866222698663423,NaN,45.11248228460035,0.002,N/A,114057246.6,2.495257760376621,Energy,Oil & Gas E&P,137241,EQUITY,658756.7999999999,5.63%,587901.3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,6,2.6782192207102162,13.678219220710217
FUSB,N/A,5577000,11647122,4281000,N/A,N/A,0.9299999999999999,0,5577000,1745000,-982000,7953000,15275000,N/A,18121018,0,0,0.96,16257000,5577000,7953000,5577000,7322000,N/A,0,N/A,N/A,1042937000,26499000,10927000,N/A,1147175000,N/A,1042937000,N/A,0,1147175000,1147175000,104238000,N/A,0,104238000,2937000,8514000,0,8514000,38706000,12329000,38706000,12329000,-27619000,-78654000,-27619000,-78654000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21790000,N/A,N/A,N/A,98000,N/A,N/A,N/A,36783000,32502000,N/A,N/A,N/A,N/A,N/A,58573000,N/A,N/A,N/A,3566000,28746000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.64,5766888,151,0,36.51063829787234,14.666666666666668,0.7546226167040812,10.005343540743299,78660352.32000001,1.0999465931307453,1147175000,0.48615076165362736,5.3502561445921835,4.8426171145747405,NaN,23.83228626058454,0.295,N/A,-1057587647.68,-69.23650721309329,Financial Services,Banks - Regional,1367,EQUITY,18645.88,6.82%,36933.774834437085,0,0,1,1,1,0,0,0,0,0,0,1,0,1,8,0.6757030451380035,13.675703045138004
UBFO,N/A,11370000,17471790,5701000,N/A,N/A,0.65,0,11370000,4343000,15713000,-12727000,2986000,N/A,17483720,0,0,0.65,-12727000,11370000,-12727000,11370000,15713000,N/A,0,N/A,N/A,1098238000,N/A,N/A,N/A,1235620000,N/A,1098238000,N/A,0,1235620000,1235620000,137382000,N/A,0,137382000,12024000,12024000,0,12024000,-34471000,23200000,-34471000,23200000,18852000,30123000,18852000,30123000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-682000,N/A,N/A,N/A,48380000,42061000,654000,0.36,N/A,N/A,N/A,61059000,N/A,N/A,N/A,3861000,30209000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.13,17577353,114,0,380.77695914266576,15.584615384615386,1.2960838093054405,7.99404579930413,178058585.89000002,1.1250931036806229,1235620000,0.9201858176462019,8.27619338778006,8.27619338778006,NaN,27.639534143702665,0.33,N/A,-1057561414.11,-354.1732800100469,Financial Services,Banks - Regional,23432,EQUITY,237366.16000000003,6.42%,99736.84210526316,0,0,1,1,1,0,0,0,0,0,0,1,0,1,7,1.497483717770729,13.497483717770729
PFIS,N/A,53298000,N/A,2492000,N/A,N/A,5.380000000000001,0,53298000,10033000,63331000,195397000,258728000,N/A,10562946,0,0,5.42,195397000,53298000,195397000,53298000,63331000,N/A,0,N/A,N/A,4650376000,77009000,N/A,N/A,5159636000,N/A,4650376000,N/A,0,5159636000,5159636000,509260000,N/A,0,509260000,5365000,58663000,0,58663000,-259859000,45244000,-259859000,45244000,-105546000,109069000,-105546000,109069000,N/A,N/A,N/A,N/A,N/A,N/A,29239000,N/A,N/A,N/A,N/A,N/A,1360000,N/A,N/A,N/A,161439000,158947000,5365000,N/A,N/A,N/A,N/A,258728000,N/A,N/A,N/A,23675000,119291000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.555,9994595,538,0,20.600012368201355,9.210966542750928,0.9725526356379844,9.131634135804893,495282155.225,1.1095094246142678,5159636000,1.0329798458650958,10.465773867965284,10.465773867965284,NaN,15.842162605990747,0.781,N/A,-4664353844.775,-18.028021106238985,Financial Services,Banks - Regional,9521,EQUITY,471813.15499999997,10.86%,99066.91449814127,0,0,1,1,1,-10,0,0,0,0,0,1,1,1,16,1.4910479901043912,13.491047990104391
MTW,386600000,56900000,35368649,N/A,1773200000,-40400000,1.6,0,56900000,-47500000,49800000,336800000,2159800000,N/A,36408243,0,0,1.62,336800000,56900000,844400000,56900000,1315400000,N/A,718800000,N/A,246500000,551700000,346400000,N/A,364300000,1181800000,817500000,1217900000,N/A,0,1900600000,1900600000,682700000,502600000,666200000,682700000,11900000,68800000,0,68800000,21600000,43500000,21600000,43500000,16700000,-48400000,16700000,-48400000,N/A,N/A,N/A,N/A,N/A,49100000,125900000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11900000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.62,35470942,4800,0.17899805537549773,2.6345031947402537,7.887499999999999,0.6556954563351398,1.7839460963820126,447643288.03999996,2.142106217147,0,2.9937914342839105,8.334553976856599,8.334553976856599,0,-3.6110688763874106,1.922,N/A,447643288.03999996,0.20726145385683858,Industrials,Farm & Heavy Construction Machinery,126855,EQUITY,1600910.0999999999,12.68%,11854.166666666666,0,0,0,0,1,-10,1,0,0,0,1,0,0,0,20,0.22534630142511036,13.22534630142511
BCML,N/A,23193000,21952432,3415000,N/A,N/A,2.1,0,23193000,8038000,31231000,103952000,135183000,N/A,21952432,0,0,2.1,103952000,23193000,103952000,23193000,31231000,N/A,0,N/A,N/A,2269518000,13577000,N/A,N/A,2603787000,N/A,2269518000,N/A,0,2603787000,2603787000,334269000,N/A,0,334269000,3206000,26399000,0,26399000,16985000,30981000,16985000,30981000,-72838000,-120804000,-72838000,-120804000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93023000,89608000,N/A,N/A,N/A,N/A,N/A,135183000,N/A,N/A,N/A,5288000,63665000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.37,10897763,324,0,17.1567430816005,14.461904761904762,0.9901159315102507,6.789495885050663,330965062.31,1.1472863400951214,2603787000,0.8907410629210454,6.938423844269137,6.938423844269137,NaN,25.737248246934136,0.352,N/A,-2272821937.69,-16.81292720009173,Financial Services,Banks - Regional,9659,EQUITY,293343.83,6.91%,71583.33333333333,0,0,1,0,1,0,0,0,0,0,0,1,0,1,8,1.1865450031309699,13.18654500313097
STRT,91991000,23511000,12132000,N/A,486422000,416000,5.73,0,23590000,6575000,28168000,548130000,578413000,N/A,12291000,0,197000,5.82,63823000,23708000,548130000,23708000,30283000,N/A,99932000,N/A,24298000,116509000,75634000,N/A,125859000,290125000,61592000,134278000,61077000,25232000,390057000,390057000,230547000,40046000,17769000,255779000,2660000,26368000,1206000,25162000,-8855000,71667000,-8855000,71667000,56200000,-6612000,56200000,-6612000,N/A,N/A,N/A,N/A,102674000,15386000,N/A,N/A,868000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.48,4185271,2848,0.15904033968807754,4.098801375487756,13.87085514834206,1.3005185690772112,0.5249766399899913,332645339.08000004,2.4901509754611233,0,6.078086023324796,9.268939201419975,9.268939201419975,0,21.711851533863886,1.183,N/A,332645339.08000004,0.5751000393836239,Consumer Cyclical,Auto Parts,24381,EQUITY,1937801.8800000001,7.21%,8324.438202247191,0,0,0,0,1,0,1,0,0,0,1,1,0,0,9,0.1586193422433452,13.158619342243345
OBT,N/A,36348000,12244814,6140000,N/A,N/A,3.0200000000000005,0,36348000,10515000,46863000,85002000,131865000,N/A,12244814,0,0,3.0200000000000005,85002000,36348000,85002000,36348000,46863000,N/A,0,N/A,N/A,2366330000,15167000,N/A,N/A,2636450000,N/A,2366330000,N/A,0,2636450000,2636450000,270120000,N/A,0,270120000,2235000,38583000,0,38583000,71607000,42915000,71607000,42915000,29008000,-85514000,29008000,-85514000,N/A,N/A,N/A,N/A,N/A,N/A,607000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,98793000,92653000,2235000,0.51,N/A,N/A,N/A,131865000,N/A,N/A,N/A,22765000,68555000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.68,13366740,225,0,27.56455465817313,9.496688741721853,1.4192140648600622,8.760291722197541,383358103.2,1.114151449713269,2636450000,1.3786720779836523,13.456241670368724,13.456241670368724,NaN,22.437744062479993,0.445,N/A,-2253091896.8,-17.086352684942934,Financial Services,Banks - Regional,15723,EQUITY,450935.64,10.53%,161546.66666666666,0,0,1,1,1,-10,0,0,0,0,0,1,0,1,16,1.9413940776265526,12.941394077626553
SFBC,N/A,6835000,5113449,36000,N/A,N/A,2.65,32000,6803000,1563000,8398000,49612000,58010000,43993000,5157858,55000,0,2.66,49612000,6835000,49612000,6835000,8398000,N/A,0,N/A,N/A,952713000,4421000,N/A,N/A,1060163000,N/A,952713000,N/A,0,1060163000,1060163000,107450000,N/A,0,107450000,6793000,6793000,0,6793000,-47496000,5309000,-47496000,5309000,-47774000,-5587000,-47774000,-5587000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5619000,N/A,N/A,N/A,N/A,24000,N/A,34487000,34451000,-42000,0.76,N/A,N/A,N/A,58010000,N/A,N/A,N/A,4258000,30311000,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.61,2388038,123,0,11.78245130149974,16.456603773584906,0.969216725732899,8.866570497906002,104142337.17999999,1.1127831781449398,1060163000,0.6447121810514044,6.36109818520242,6.36109818520242,NaN,18.6115741843296,0.097,N/A,-956020662.82,-16.480273449750044,Financial Services,Banks - Regional,1163,EQUITY,50718.43,6.08%,55569.10569105691,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7,0.9686845454227038,11.968684545422704
SWKH,N/A,8780000,12117000,N/A,N/A,N/A,0.72,0,8780000,1916000,6676000,186000,10882000,4059000,12117000,0,0,0.72,4206000,8780000,186000,8780000,10696000,N/A,273032000,N/A,N/A,2874000,N/A,32969000,N/A,16330000,N/A,35156000,N/A,0,289362000,289362000,254206000,N/A,32282000,254206000,0,8780000,0,8780000,-1665000,906000,-1665000,906000,2200000,2959000,2200000,2959000,N/A,147000,N/A,N/A,N/A,N/A,N/A,1601000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1601000,N/A,N/A,17.13,12095906,9,0,80.68369784965998,23.791666666666668,0.8150982658945893,0.13829728645271944,207202869.78,5.681976339596381,16330000,3.0342615823777828,3.453891725608365,3.057369199965178,Infinity,17.913238593866865,0.366,N/A,223841869.78,20.569920031244255,Financial Services,Asset Management,9175,EQUITY,157167.75,4.20%,975555.5555555555,0,0,1,1,1,0,1,0,0,0,0,1,0,1,3,2.8049099372636324,11.804909937263632
PFX,N/A,4155515,2015157,N/A,N/A,N/A,2.06,0,4155515,N/A,N/A,0,5140321,N/A,2015157,0,0,2.06,N/A,4155515,0,4155515,5140321,N/A,0,N/A,N/A,156135495,N/A,N/A,N/A,316909795,N/A,156135495,N/A,0,316909795,316909795,160774300,N/A,0,160774300,0,4155515,0,4155515,7046172,-67328360,7046172,-67328360,0,60282188,0,60282188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10279000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10278961,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,2000560,7,0,80.84154666605451,21.844660194174757,0.5599477030843859,0.9711470987589435,90025200,2.0297101245299793,316909795,1.3112611429381664,2.584688597617903,2.584688597617903,NaN,0,0.231,N/A,-226884595,-44.138215298227486,Financial Services,Asset Management,589,EQUITY,26505,4.58%,593645,0,0,1,1,1,0,1,0,0,0,0,0,0,1,4,2.681274793687716,11.681274793687717
FINW,N/A,14969000,12802126,24738000,N/A,N/A,1.05,637000,14332000,4995000,19964000,61640000,81604000,56853000,13591557,1274000,0,1.12,61640000,14969000,61640000,14969000,19964000,4787000,0,N/A,N/A,712164000,N/A,N/A,N/A,899929000,N/A,712164000,N/A,0,899929000,899929000,187765000,N/A,0,187765000,-290000,14679000,0,14679000,193123000,-35844000,193123000,-35844000,19859000,-137420000,19859000,-137420000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,637000,N/A,63142000,38404000,N/A,N/A,N/A,N/A,N/A,81604000,N/A,N/A,N/A,41802000,60242000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.84,13586921,196,0,18.343463555708052,16.99047619047619,1.2909257350411418,3.7928474422815754,242390670.64,1.2636541583118495,899929000,1.663353442327117,7.972199291667777,7.972199291667777,NaN,25.02003606491685,0.821,N/A,-657538329.36,-8.05767277780501,Financial Services,Banks - Regional,6611,EQUITY,117940.24,5.89%,76372.44897959183,0,0,1,0,1,0,0,0,0,0,0,1,0,1,6,1.2456619556688144,11.245661955668815
MKTW,70672000,1505000,2489000,N/A,10599000,N/A,0.58,0,1505000,1068000,17820000,63451000,81271000,50060000,2598000,0,16410000,0.6,52852000,17915000,62288000,17915000,18983000,651000,84641000,N/A,80400000,229192000,276000,N/A,101350000,117015000,N/A,427607000,N/A,-211434000,201656000,201656000,-14517000,N/A,198415000,-225951000,-34000,17881000,0,17881000,-20235000,2169000,-20235000,2169000,-18543000,-477000,-18577000,-477000,-34000,2141000,N/A,N/A,N/A,N/A,3965000,N/A,N/A,N/A,N/A,N/A,1068000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15665000,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.2,2416640,439,0.8695844766275793,22.043533363684464,24.482758620689655,-0.15187491093201622,0,34316288,0.5105544696149953,15665000,8.883940968778514,0,0,3.0294883405026036,5.626086498445978,0.47,N/A,18651288,0.22949499821584576,Financial Services,Financial Data & Stock Exchanges,50783,EQUITY,721118.6,4.08%,40808.65603644647,1,1,1,1,1,0,0,0,0,0,1,0,0,1,3,0.7399903725291409,10.73999037252914
NEWT,N/A,17901000,25600000,7712000,N/A,N/A,0.67,472000,17429000,7165000,N/A,0,14549000,N/A,26043000,472000,0,0.68,N/A,17901000,0,17901000,14549000,N/A,0,N/A,N/A,2012392000,N/A,748549000,N/A,2399099000,N/A,2012392000,N/A,0,2399099000,2399099000,386707000,N/A,0,386707000,17898000,17898000,0,17898000,240760000,-167318000,240760000,-167318000,3642000,-69800000,3642000,-69800000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5536000,N/A,N/A,N/A,14549000,6837000,-3000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60388000,42159000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.48,28887295,591,0,123.03938415011342,17.134328358208954,0.857564374578169,5.2039192463544754,331626146.6,1.192162858926094,2399099000,0.7461551190676166,4.629086103949502,1.5768249628277675,NaN,49.247370953330126,1.326,N/A,-1318923853.4,-90.6539180287305,Financial Services,Banks - Regional,151698,EQUITY,1741493.04,5.84%,30289.34010152284,0,0,1,1,1,0,0,0,0,0,0,1,0,0,6,0.5617071431133871,10.561707143113388
VHI,361800000,18400000,28500028.5,N/A,1701600000,N/A,0.6399999999999999,0,18400000,46800000,150900000,2029200000,2063400000,N/A,28500028.5,0,22400000,0.6399999999999999,210900000,40800000,1956000000,40800000,107400000,64500000,1374300000,N/A,620500000,369000000,753800000,N/A,650500000,1341400000,690900000,1314800000,166900000,353400000,2715700000,2715700000,1047500000,160100000,945800000,1400900000,20600000,61400000,27700000,33700000,-6300000,-90300000,-6300000,-90300000,-140800000,-44200000,-140800000,-44200000,N/A,N/A,N/A,N/A,N/A,42000000,N/A,N/A,55200000,273800000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.08,28302293,2524,0.1753416690898517,1.9773189880779296,18.875000000000004,0.24405146651438364,0.9385395103147977,341891699.44,3.635230352303523,0,1.502375078248702,2.9124134484973947,2.9124134484973947,0,43.575418994413404,1.16,N/A,341891699.44,0.16569336989434913,Basic Materials,Chemicals,18149,EQUITY,219239.92,5.30%,16164.817749603804,0,0,0,0,1,0,1,0,0,0,1,1,0,1,5,0.30607765431885253,10.306077654318852
