Ticker,fixed_assets,other_current_liabilities,other_current_assets,equity_attributable_to_parent,inventory,liabilities_and_equity,noncurrent_assets,noncurrent_liabilities,long_term_debt,current_liabilities,other_noncurrent_liabilities,assets,other_noncurrent_assets,liabilities,current_assets,equity,accounts_payable,equity_attributable_to_noncontrolling_interest,comprehensive_income_loss_attributable_to_noncontrolling_interest,other_comprehensive_income_loss,comprehensive_income_loss_attributable_to_parent,comprehensive_income_loss,net_cash_flow_from_operating_activities,net_cash_flow_from_investing_activities,net_cash_flow,net_cash_flow_from_financing_activities_continuing,net_cash_flow_from_financing_activities,net_cash_flow_from_operating_activities_continuing,net_cash_flow_continuing,net_cash_flow_from_investing_activities_continuing,operating_income_loss,net_income_loss_attributable_to_noncontrolling_interest,other_operating_expenses,cost_of_revenue,operating_expenses,income_tax_expense_benefit,depreciation_and_amortization,net_income_loss,diluted_earnings_per_share,net_income_loss_attributable_to_parent,benefits_costs_expenses,provision_for_loan_lease_and_other_losses,revenues,basic_average_shares,costs_and_expenses,gross_profit,income_loss_from_continuing_operations_before_tax,preferred_stock_dividends_and_other_adjustments,diluted_average_shares,basic_earnings_per_share,nonoperating_income_loss,income_loss_from_continuing_operations_after_tax,participating_securities_distributed_and_undistributed_earnings_loss_basic,net_income_loss_available_to_common_stockholders_basic,exchange_gains_losses,research_and_development,income_loss_from_equity_method_investments,interest_expense_operating,income_loss_before_equity_method_investments,income_loss_from_discontinued_operations_net_of_tax,selling_general_and_administrative_expenses,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,accounts_receivable,intangible_assets,wages,undistributed_earnings_loss_allocated_to_participating_securities_basic,income_tax_expense_benefit_deferred,income_tax_expense_benefit_current,interest_income_expense_operating_net,interest_income_expense_after_provision_for_losses,other_comprehensive_income_loss_attributable_to_parent,cash,common_stock_dividends,redeemable_noncontrolling_interest,temporary_equity,temporary_equity_attributable_to_parent,interest_and_dividend_income_operating,cost_of_revenue_goods,prepaid_expenses,cost_of_revenue_services,net_cash_flow_from_investing_activities_discontinued,noninterest_expense,noninterest_income,interest_and_debt_expense,commitments_and_contingencies,other_comprehensive_income_loss_attributable_to_noncontrolling_interest,net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_loss_from_discontinued_operations_net_of_tax_during_phase_out,noncurrent_prepaid_expenses,redeemable_noncontrolling_interest_preferred,net_income_loss_attributable_to_redeemable_noncontrolling_interest,interest_payable,redeemable_noncontrolling_interest_common,other_operating_income_expenses,long_term_investments,net_cash_flow_from_financing_activities_discontinued,stockPrice,totalShares,totalEmployees,grossMargin,netProfitMargin,peRatio,priceToBookRatio,debtToEquity,marketCap,currentRatio,cashAndCashEquivalents,ROA,returnOnEquity,ROIC,researchAndDevelopment,incomeTaxExpenses,beta,quickRatio,enterpriseValue,enterpriseToRevenue,sector,industry,volume,quoteType,priceVolume,earningsYield,profitPerEmployee,grossMarginCheck1,grossMarginCheck2,netProfitMarginCheck1,netProfitMarginCheck2,peTimesPriceToBookRatioCheck,marketCapCheck,currentRatioCheck,ROACheck,returnOnEquityCheck,ROICCheck,researchAndDevelopmentCheck,incomeTaxExpensesCheck,betaCheck,priceVolumeCheck,earningsYieldCheck,profitPerEmployeeCheck,totalPasses
CZFS,21508000,N/A,N/A,327682000,N/A,3056421000,0,0,N/A,2728739000,N/A,3056421000,N/A,2728739000,3056421000,327682000,N/A,0,0,16381000,16381000,16381000,2875000,-103543000,-18409000,82259000,82259000,2875000,-18409000,-103543000,12360000,0,N/A,N/A,-9589000,2355000,N/A,10005000,2.09,10005000,-9589000,348000,2771000,4796946,-9589000,N/A,12360000,0,4798051,2.09,N/A,10005000,0,10005000,N/A,N/A,N/A,3613000,N/A,N/A,N/A,N/A,N/A,N/A,2374000,N/A,N/A,-76000,N/A,25140000,24640000,6376000,N/A,0.5,N/A,N/A,N/A,40254000,N/A,N/A,N/A,N/A,16134000,3854000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.1,4806377,410,0,361.060988812703,27.79904306220096,0.8521997048968207,8.327399735109038,279250503.7,1.1200855046964917,3056421000,0.3273436480118413,3.0532650557552747,3.0532650557552747,NaN,19.053398058252426,0.474,N/A,-2777170496.3,-1002.2268120894985,Financial Services,Banks - Regional,3445,EQUITY,200154.5,0.659496896173808,24402.439024390245,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-4,0.4571185261702303,1.4571185261702304
AFBI,2955000,N/A,N/A,125405000,N/A,925221000,0,0,N/A,799816000,N/A,925221000,N/A,799816000,925221000,125405000,N/A,0,0,273000,7818000,7818000,10244000,-15656000,32545000,37957000,37957000,10244000,32545000,-15656000,9762000,0,N/A,N/A,40313000,2216000,N/A,7545000,1.1600000000000001,7545000,40313000,207000,50075000,12614604,40313000,N/A,9761000,0,12952845,1.19,N/A,7545000,0,7545000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30319000,30015000,N/A,N/A,N/A,N/A,N/A,N/A,50075000,N/A,N/A,N/A,N/A,22022000,1769000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.12,6167602,92,0,15.067398901647527,18.206896551724135,1.0387126050795423,6.377863721542203,130259754.24000001,1.1567923122318133,925221000,0.815480841874536,6.016506518878833,6.016506518878833,NaN,22.70259194754636,0.268,N/A,-794961245.76,-15.875411797503745,Financial Services,Banks - Regional,1675,EQUITY,35376,0.9592486006824141,82010.86956521739,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-4,1.311849209965415,1.311849209965415
STRT,75634000,40046000,125859000,230547000,61592000,390057000,99932000,17769000,N/A,116509000,N/A,390057000,24298000,134278000,290125000,255779000,61077000,25232000,1206000,2660000,25162000,26368000,71667000,-6612000,56200000,-8855000,-8855000,71667000,56200000,-6612000,28168000,197000,N/A,486422000,63823000,6575000,N/A,23708000,5.73,23511000,548130000,N/A,578413000,12132000,548130000,91991000,30283000,0,12291000,5.82,416000,23708000,0,23590000,N/A,N/A,N/A,868000,N/A,N/A,N/A,N/A,N/A,102674000,N/A,15386000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.48,4185271,2848,0.15904033968807754,4.098801375487756,13.87085514834206,1.3005185690772112,0.5249766399899913,332645339.08000004,2.4901509754611233,0,6.078086023324796,9.268939201419975,9.268939201419975,0,21.711851533863886,1.183,N/A,332645339.08000004,0.5751000393836239,Consumer Cyclical,Auto Parts,24381,EQUITY,1937801.8800000001,1.1929731361559879,8324.438202247191,0,0,0,0,1,0,1,0,0,0,1,1,0,0,-3,0.1586193422433452,1.1586193422433453
EM,230090000,142082000,N/A,822362000,N/A,2542169000,2147587000,1292752000,N/A,150345000,N/A,2542169000,1917497000,1443097000,394582000,1099072000,8263000,276710000,0,0,6273000,6273000,78133000,-13783000,62608000,-1742000,-1742000,78133000,62608000,-13783000,23049000,2906000,224267000,N/A,259100000,8601000,N/A,6273000,0.04,3367000,267275000,N/A,282149000,91141215,267275000,N/A,14874000,0,92081976,0.04,N/A,6273000,0,3367000,N/A,N/A,N/A,12577000,14874000,N/A,34833000,N/A,N/A,N/A,N/A,N/A,N/A,553000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.19,253598581,924,0,2.223293366271013,29.749999999999996,0.2745792008075904,1.3130140700518256,301782311.39,2.6245102929927833,394582000,0.24675778832957213,0.5707542363011704,0.5707542363011704,NaN,57.82573618394514,0.68,N/A,-92799688.61000001,-0.32890312781544506,Consumer Cyclical,Personal Services,685009,EQUITY,815160.71,0.6193090126814892,6788.961038961039,0,0,0,0,1,0,1,0,0,0,0,1,1,1,-4,0.12946095366010574,1.1294609536601057
PKOH,N/A,N/A,458600000,374800000,428400000,1436600000,549600000,711000000,N/A,346800000,N/A,1436600000,478800000,1057800000,887000000,378800000,N/A,4000000,-2500000,13400000,36700000,34200000,18400000,-25200000,-8700000,-1400000,-1400000,20000000,-6600000,-25200000,70700000,-2500000,10100000,1325100000,196700000,2900000,N/A,20800000,1.6400000000000001,23300000,1563200000,N/A,1592500000,14000000,1563200000,267400000,29300000,0,14200000,1.67,N/A,26400000,0,23300000,-500000,N/A,N/A,N/A,N/A,-5600000,186600000,-1600000,-1600000,N/A,70800000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.09,14404207,6300,0.16791208791208792,1.306122448979592,12.859756097560975,0.8019660127507919,2.7925026399155226,303784725.63,2.557670126874279,0,1.4478630098844494,5.4910242872228086,6.9693769799366425,0,9.897610921501707,1.178,N/A,303784725.63,0.19075963932810047,Industrials,Specialty Industrial Machinery,31669,EQUITY,667899.21,1.2623113595068218,3301.5873015873017,0,0,0,0,1,0,1,0,0,0,1,0,0,1,-3,0.06303277643066998,1.06303277643067
RMBI,13426599,1382616044,N/A,140035176,N/A,1525565364,0,0,N/A,1385530188,N/A,1525565364,N/A,1385530188,1525565364,140035176,N/A,0,0,863699,11506699,11506699,20094036,-23302367,14694496,17902827,17902827,20094036,14694496,-23302367,N/A,-289,N/A,N/A,N/A,1835182,877226,10643000,1.06,10643289,0,1939966,84697191,31504955,0,N/A,84697191,0,29840859,1.0899999999999999,N/A,10643000,0,10643289,N/A,N/A,N/A,10752881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-171547,N/A,42178162,40238196,N/A,N/A,N/A,N/A,N/A,N/A,84697191,N/A,N/A,N/A,N/A,32492080,4732355,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,2914144,N/A,N/A,N/A,N/A,14.13,9660972,173,0,12.565942121976631,13.330188679245284,0.9748231712866202,9.894158222074145,136509534.36,1.1010697400986547,1525565364,0.6976430018110977,7.600233244252859,7.600233244252859,NaN,2.1667566283278505,0.293,N/A,-1389055829.6399999,-16.4002585356107,Financial Services,Banks - Regional,12881,EQUITY,182008.53,1.2292128313230775,61520.23121387283,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-3,1.053330849759997,1.053330849759997
HNVR,14549000,N/A,N/A,201833000,N/A,2331580000,0,0,N/A,2129747000,N/A,2331580000,N/A,2129747000,2331580000,201833000,N/A,0,0,8628000,12699000,12592000,10754000,28292000,26338000,-12708000,-12708000,10754000,26338000,28292000,15013000,0,N/A,N/A,115924000,3656000,N/A,11357000,1.52,11357000,115924000,4682000,130937000,14540576,115924000,N/A,15013000,208000,14556493,1.53,N/A,11357000,416000,11040000,N/A,N/A,N/A,6138000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,319000,N/A,N/A,58455000,53773000,1342000,N/A,N/A,N/A,N/A,N/A,130937000,N/A,N/A,N/A,N/A,53025000,14265000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.4,7192390,185,0,8.673636939902396,15.394736842105262,0.8338672367749574,10.552025684600634,168301926,1.0947685335394297,2331580000,0.48709458821914753,5.6269291939375625,5.6269291939375625,NaN,24.352228069006863,0.044,N/A,-2163278074,-16.52151854708753,Financial Services,Banks - Regional,7016,EQUITY,164174.4,1.1002217092137676,61389.18918918919,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-3,1.05151421608089,1.05151421608089
KNDI,98803772,47928775,280087776,404124976,61551268,495456599,151908461,12272878,8178574,76673629,4094304,495456599,46708864,88946507,343548138,406510092,28744854,2385116,0,-8636827,-6967060,-6967060,-101160636,32278828,-57410203,14828688,14828688,-101160636,-54053120,32278828,-13052171,1662635,50157018,82229209,54422194,1802904,N/A,1669767,0.02,7132,120126561,690236,123599232,78781094,120126561,41370023,3472671,0,79902891,0.02,16524842,3500000,0,7132,-3357083,4265176,N/A,1327341,N/A,N/A,N/A,N/A,N/A,N/A,6395825,N/A,N/A,203236,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1909094,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006641,N/A,N/A,0.8461,82044298,739,0.334711003705913,1.3509525690256716,42.305,0.17076496230701205,0.21880516314463355,69417680.5378,4.4806557675781855,1909094,0.33701579580737406,0.410756591991325,0.8440066698133486,10.30982264621898,51.916925041272265,0.364,N/A,75687160.5378,0.612359472733617,Consumer Cyclical,Recreational Vehicles,100026,EQUITY,84631.99859999999,0.4433128861479367,2259.4952638700947,1,0,0,0,1,0,1,0,0,0,1,1,0,1,-5,0.04314583937363313,1.043145839373633
CPBI,13372000,N/A,N/A,86180000,N/A,510003000,0,0,N/A,423823000,N/A,510003000,N/A,423823000,510003000,86180000,N/A,0,0,3954000,4551000,4551000,3789000,-29099000,-990000,24320000,24320000,3789000,-990000,-29099000,4600000,0,N/A,N/A,21409000,931000,N/A,3669000,0.97,3669000,21409000,287000,26009000,7615178,21409000,N/A,4600000,0,7636942,0.97,N/A,3669000,0,3669000,N/A,N/A,N/A,8468000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,254000,N/A,N/A,17254000,882000,N/A,N/A,N/A,N/A,N/A,26009000,N/A,N/A,N/A,N/A,15361000,2707000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.94,4212839,68,0,14.106655388519359,17.463917525773198,0.8280980814574147,4.917881178927826,71365492.66000001,1.20333960167334,510003000,0.7194075328968653,4.25736829890926,4.25736829890926,NaN,20.23913043478261,0.158,N/A,-438637507.34,-16.86483553154677,Financial Services,Banks - Regional,2278,EQUITY,38589.32,0.9931949899455124,53955.882352941175,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-4,0.9449823985831325,0.9449823985831325
CLST,5954000,N/A,N/A,81585000,N/A,283834000,0,0,14693000,202249000,N/A,283834000,N/A,202249000,283834000,81585000,N/A,0,0,32000,2254000,2254000,3126000,-12349000,-8482000,741000,741000,3126000,-8482000,-12349000,2724000,0,N/A,N/A,11135000,502000,N/A,2222000,0.5800000000000001,2222000,11135000,-36000,13859000,3630000,11135000,N/A,2724000,0,3641000,0.5800000000000001,N/A,2222000,0,2222000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,393000,N/A,9755000,9791000,32000,N/A,N/A,N/A,N/A,N/A,13859000,N/A,N/A,N/A,N/A,8616000,1549000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.53,4113660,49,0,16.032902806840323,26.775862068965512,0.7830500680272109,2.4789973647116503,63885139.8,1.403388891910467,283834000,0.7828519486742251,2.723539866397009,2.3079000394690374,NaN,18.4287812041116,0.188,N/A,-205255860.2,-14.81029368641316,Financial Services,Banks - Regional,631,EQUITY,9799.43,0.6826395682302473,45346.93877551021,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-4,0.8130945731143047,0.8130945731143047
WNEB,23194000,N/A,N/A,243640000,N/A,2735530000,0,0,N/A,2491890000,N/A,2735530000,N/A,2491890000,2735530000,243640000,N/A,0,0,15547000,18835000,18835000,17210000,-88417000,10140000,81347000,81347000,17210000,10140000,-88417000,17536000,0,N/A,N/A,99132000,4188000,N/A,13348000,0.66,13348000,99132000,58000,116668000,20121104,99132000,N/A,17536000,0,20249127,0.66,N/A,13348000,0,13348000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66541000,66483000,N/A,N/A,0.28,N/A,N/A,N/A,116668000,N/A,N/A,N/A,N/A,61544000,12597000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.82,20491966,335,0,11.441012102718826,19.424242424242422,1.0782589234936792,10.227754063372188,262707004.12,1.0977731761835394,2735530000,0.48794931877917624,5.4785749466425875,5.4785749466425875,NaN,23.88229927007299,0.819,N/A,-2472822995.88,-21.19538344601776,Financial Services,Banks - Regional,28916,EQUITY,370703.12,0.9080114123368777,39844.77611940299,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-4,0.7241566291854977,0.7241566291854977
MYFW,24963000,N/A,N/A,261495000,N/A,3240424000,0,0,N/A,2978929000,N/A,3240424000,N/A,2978929000,3240424000,261495000,N/A,0,0,8074000,12223000,12223000,3391000,-251859000,76367000,324835000,324835000,3391000,76367000,-251859000,16553000,0,76295000,N/A,78961000,3931000,2666000,12622000,1.28,12622000,78961000,3383000,95514000,9715455,78961000,N/A,16553000,0,9838638,1.31,N/A,12622000,0,12622000,N/A,N/A,N/A,106128000,16553000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6484000,N/A,71699000,68563000,-399000,N/A,N/A,N/A,N/A,N/A,155592000,N/A,N/A,N/A,N/A,78961000,26951000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.25,9714711,321,0,13.21481667608937,20.5078125,0.9752047410084324,11.391915715405649,255011163.75,1.0877815483349889,3240424000,0.3895169274144371,4.826860934243485,4.826860934243485,NaN,23.74796109466562,0.808,N/A,-2985412836.25,-31.25628532204703,Financial Services,Banks - Regional,12764,EQUITY,335055,0.8664914829682577,39320.8722741433,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-4,0.7155061663430698,0.7155061663430698
AOMR,N/A,N/A,N/A,264165000,N/A,2638110000,0,0,2212101000,2373945000,N/A,2638110000,N/A,2373945000,2638110000,264165000,N/A,0,0,-555000,17097000,17097000,-379507000,55684000,8700000,332523000,332523000,-379507000,8700000,55684000,17959000,0,N/A,N/A,118530000,307000,N/A,17652000,0.77,17652000,118530000,0,136489000,69698407,118530000,N/A,17959000,0,71611688,0.7899999999999999,N/A,17652000,161000,17652000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,161000,N/A,N/A,40069000,40069000,N/A,N/A,N/A,N/A,N/A,N/A,136489000,N/A,N/A,N/A,N/A,16747000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.67,24914035,800,0,12.932910344423359,11.25974025974026,0.8176885032082222,8.986599284538073,216004683.45,1.1112767987463905,2638110000,0.6691153894265213,6.682187269320311,0.7128474889208187,NaN,1.7094493011860348,1.284,N/A,-210004316.5500002,-1.5386171526643186,Real Estate,REIT - Mortgage,42536,EQUITY,368787.12,1.3869639645267502,22065,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-3,0.41476455414447505,0.41476455414447505
RVSB,21667000,N/A,N/A,163537000,N/A,1509544000,0,0,N/A,1346007000,N/A,1509544000,N/A,1346007000,1509544000,163537000,N/A,0,0,49000,4753000,7234000,18128000,39358000,1849000,-55637000,-55637000,18128000,1849000,39358000,5979000,0,N/A,N/A,54389000,1275000,N/A,4704000,0.22,4704000,54389000,0,60368000,41981049,54389000,N/A,5979000,0,41981049,0.22,N/A,4704000,0,4704000,N/A,N/A,N/A,6020000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38203000,38203000,N/A,N/A,0.08,N/A,N/A,N/A,60368000,N/A,N/A,N/A,N/A,46538000,14314000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.03,20750376,238,0,7.792207792207792,22.863636363636363,0.6382310503433474,8.230596134208161,104374391.28,1.1214978822546986,1509544000,0.31161728310006204,2.876413288735882,2.876413288735882,NaN,21.32463622679378,0.602,N/A,-1405169608.72,-23.276729537503314,Financial Services,Banks - Regional,28357,EQUITY,142635.71000000002,0.7874467316862476,19764.70588235294,0,0,0,0,1,0,0,0,0,0,0,1,1,1,-4,0.3726748517697523,0.3726748517697523
SUNS,N/A,N/A,N/A,184611571,N/A,258831482,0,0,N/A,74219911,N/A,258831482,N/A,74219911,258831482,184611571,N/A,0,0,0,4054959,4054959,-656263,3315257,-24253,-2683247,-2683247,-656263,-24253,3315257,3861094,0,N/A,N/A,2195072,0,N/A,4054959,0.3,4054959,2001207,-193865,6056166,13247030,2001207,N/A,4054959,55606,13284086,0.3,N/A,4054959,55606,3999353,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.77,13420986,N/A,0,66.95587604434886,32.56666666666667,0.710264435266628,0.40203282274218877,131123033.22,3.487359099635676,258831482,1.5666405680897812,2.1964814979013423,2.1964814979013423,NaN,0,,N/A,-127708448.78,-21.0873428469431,Real Estate,REIT - Mortgage,195914,EQUITY,1914079.78,0.5689918452228753,N/A,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-4,0,0
NRIM,38346000,N/A,N/A,315663000,N/A,3312332000,0,0,N/A,2996669000,N/A,3312332000,N/A,2996669000,3312332000,315663000,N/A,0,0,58420000,69347000,69347000,140313000,-257313000,109816000,226816000,226816000,140313000,109816000,-257313000,81208000,0,N/A,46532000,120336000,18114000,N/A,63094000,7.77,63094000,166868000,3484000,248076000,5585953,166868000,201544000,78839000,0,5753997,7.9,N/A,63094000,0,63094000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,950000,N/A,N/A,N/A,N/A,131076000,127592000,5983000,N/A,N/A,N/A,N/A,N/A,174124000,N/A,N/A,N/A,N/A,120336000,73952000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.13,22090668,503,0.8124284493461681,25.433334945742438,3.4916344916344917,1.8986064975622736,9.49325388151288,599319822.84,1.1053379602485294,3312332000,1.9048211350794546,19.987771769260256,19.987771769260256,0,22.975938304646178,0.991,N/A,-2713012177.16,-10.936213810122704,Financial Services,Banks - Regional,179286,EQUITY,4864029.18,2.3584221662330553,125435.38767395627,1,1,1,1,1,-10,0,0,1,1,1,1,0,0,-1,1.7145778365377788,-0.28542216346222116
OPAL,N/A,74850000,N/A,7480000,N/A,916749000,793964000,350492000,351157000,83461000,N/A,916749000,N/A,433953000,122785000,10268000,N/A,2788000,0,87000,14949000,14949000,41133000,-117938000,10089000,86894000,86894000,41133000,10089000,-117938000,473000,14179000,246708000,N/A,328770000,N/A,N/A,14862000,0.019999999999999997,683000,350671000,N/A,329243000,84295864,328770000,N/A,-21428000,0,86591465,0.019999999999999997,N/A,-12522000,0,683000,N/A,20687000,3284000,N/A,-24712000,N/A,61375000,N/A,N/A,N/A,N/A,8611000,N/A,N/A,N/A,N/A,N/A,13000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,444000,444000,N/A,N/A,N/A,3267000,N/A,N/A,N/A,N/A,N/A,2.69,28996177,342,0,4.513991185841461,134.50000000000003,0.16155833132420316,42.26266069341644,77999716.13,1.471166173422317,122785000,1.6211634809528017,144.7409427347098,-3.4646192156048974,Infinity,0,1.075,N/A,306371716.13,0.9305337277633845,Utilities,Utilities - Regulated Gas,252327,EQUITY,678759.63,0.1417361941379712,43456.14035087719,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-5,0.7829301884741444,-1.2170698115258556
DHIL,9692874,N/A,N/A,180944956,N/A,256267310,0,0,N/A,75304814,N/A,256267310,N/A,75304814,256267310,180944956,N/A,0,0,0,47488263,47488263,-32232812,63589627,9303561,-22053254,-22053254,-32232812,9303561,63589627,43796351,613449,N/A,N/A,105868945,17215624,N/A,47488263,17.240000000000002,46874814,84961409,N/A,149665296,5435221,84961409,N/A,64703887,0,5435221,17.240000000000002,N/A,47488263,0,46874814,N/A,N/A,15090806,N/A,64703887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17540,17540,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,169.22,2705296,127,0,31.72964225454109,9.81554524361949,2.5297517399406337,0.4161752593976701,457790189.12,3.403066768082051,256267310,18.53075329818696,26.24459064777688,26.24459064777688,NaN,26.606784844317005,0.846,N/A,201522879.12,1.346490365542056,Financial Services,Asset Management,29159,EQUITY,4934285.9799999995,1.5177775809940952,373923.3307086614,0,0,1,1,1,-10,1,1,1,1,0,1,0,0,-2,2.500917255406515,-1.4990827445934851
DLHC,1432000,20907000,N/A,113698000,N/A,299341000,249754000,139820000,138348000,45823000,1472000,299341000,152343000,185643000,49587000,113698000,9894000,0,0,0,4577000,4577000,24971000,-422000,-229000,-24778000,-24778000,24971000,-229000,-422000,20884000,0,N/A,N/A,338839000,596000,N/A,4577000,0.32000000000000006,4577000,354551000,N/A,359723000,43171000,354551000,N/A,5172000,0,43156000,0.32000000000000006,N/A,4577000,0,4577000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95979000,15022000,N/A,-1427000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.65,14493035,2300,0,1.2723679053049153,17.656249999999996,0.7202030620591392,1.6327727840419357,81885647.75,1.0821421556860091,49587000,1.5290254258521219,4.025576527291597,1.8159383604580117,NaN,11.523588553750967,1.558,N/A,170646647.75,0.47438347770367756,Industrials,Specialty Business Services,10809,EQUITY,61070.850000000006,0.9841995770413916,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-4,0.038001184656922295,-1.9619988153430776
NEWP,83446000,34847000,166509000,367513000,113505000,576643000,296629000,111524000,74247000,97606000,37277000,576643000,147363000,209130000,280014000,367513000,29994000,0,0,-6712000,24409000,24409000,51666000,-29346000,-5205000,-28057000,-28057000,51666000,-5737000,-29346000,47389000,0,N/A,340171000,215131000,11945000,17200000,31121000,0.78,31121000,559625000,N/A,602691000,39221000,559625000,262520000,43066000,0,39830000,0.79,N/A,31121000,0,31121000,532000,58512000,N/A,2314000,43066000,N/A,155531000,N/A,N/A,N/A,65820000,32765000,N/A,-122000,11730000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,340171000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.85,183736205,36,0.43557975811817334,5.163674254302785,4.935897435897436,1.924787393235069,0.5690410951449336,707384389.25,2.8688195397823906,0,5.396926694679377,8.467999771436657,7.044775443679827,22.288587536187716,27.73649746900107,1.661,N/A,781631389.25,1.2969023749317643,Basic Materials,Silver,752421,EQUITY,2896820.85,2.124317535686315,864472.2222222222,1,1,0,0,1,-10,1,0,0,0,1,1,0,0,-1,2.7800498125648505,-2.2199501874351495
